sample_id,topic_name,topic_text
T004_S0110,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Turn on using WeMo Smart Plug. Turn on heater. Choose the weather channel in your city"
T004_S0111,4_turn heater_insight switch_turn ac_plug turn,"When Current condition changes to from Weather Underground, do Turn on using WeMo Smart Plug. Turn on outdoor Xmas lights when it snows. Xmas lights always look better when it is snowing"
T004_S0112,4_turn heater_insight switch_turn ac_plug turn,"When Current condition changes to from Weather Underground, do Turn on using WeMo Smart Plug. Turn light on if Raining. works with wemo"
T004_S0113,4_turn heater_insight switch_turn ac_plug turn,"When Indoor temperature less than from ecobee, do Turn off using WeMo Light Switch. Turn the ceiling fan off when temperature falls. Well keep the ceiling fan from cooking you off when it isn't needed."
T004_S0114,4_turn heater_insight switch_turn ac_plug turn,"When Indoor temperature greater than from ecobee, do Turn on using WeMo Smart Plug. Turn on wemo switch with temperature from ecobee. I use this to control a wemo switch that then controls my window AC unitThe AC unit must have the recovery from power outage feature and I set the unit to a very low temperature.You will want the turn off rule also - https://ifttt.com/Applets/386405-turn-off-wemo-switch-with-temperature-from-ecobee"
T004_S0115,4_turn heater_insight switch_turn ac_plug turn,"When Temperature drops below from ThermoSmart, do Turn off using WeMo Smart Plug. Turn off your lights when temperature drops below.... Turn off your lights when the measured temperature of your ThermoSmart drops below a certain threshold."
T004_S0116,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature rises above from Weather Underground, do Turn AC unit on using Daikin Online Controller. Use the Daikin controller to switch your A/C unit to cooling mode when it's hot. Automatically turn on your Daikin AC unit in Cooling mode when the outdoor temperature rises above a certain point."
T004_S0117,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Turn on using D-Link Smart Plug. If current temperature drops below , then turn on D-Link Smart Plug.. If current temperature drops below , then turn on D-Link Smart Plug."
T004_S0118,4_turn heater_insight switch_turn ac_plug turn,"When Current condition changes to from Weather Underground, do Turn on using D-Link Smart Plug. If current condition changes to, then turn on D-Link Smart Plug.. If current condition changes to, then turn on D-Link Smart Plug."
T004_S0119,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Power off device using Energenie Mi|Home. Switch your Mi|Home adapter OFF when the temperature falls below 10ÃÂÃÂÃÂÃÂ°C. The socket will switch OFF whenever the temperature in your area drops below a certain amount"
T004_S0120,4_turn heater_insight switch_turn ac_plug turn,"When Current condition changes to from Weather Underground, do Turn on using WeMo Insight Switch. If it snows, turn on roof heater. If it starts to snow, turn on the roof heating cable automatically."
T004_S0121,4_turn heater_insight switch_turn ac_plug turn,"When Current humidity level rises above from Weather Underground, do Turn on a device using Telldus Live!. If outdoor weather data rises humidity above 65%, then toggle switch in telldus live. type in your desired humidity"
T004_S0122,4_turn heater_insight switch_turn ac_plug turn,"When Current pollen count rises above from Weather Underground, do Set operation mode to using Samsung Air Purifier. Automatically set your Samsung Air Purifier to High when the pollen count rises. If the current pollen count hits 10 or more, your Air Purifier will get straight to workBreathe easy!"
T004_S0123,4_turn heater_insight switch_turn ac_plug turn,"When Current humidity level rises above from Weather Underground, do Set operation mode using Samsung Floor Air Conditioner. Set operation mode to Dry, when humidity level reaches the value you specify. Set operation mode to Dry, when humidity level reaches the value you specify"
T004_S0124,4_turn heater_insight switch_turn ac_plug turn,"When Current humidity level rises above from Weather Underground, do Set operation mode using Samsung Room Air Conditioner. Turn on A/C if humidity rises above a certain %. Set operation mode to Dry, when humidity level reaches the value you specify"
T004_S0125,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature rises above from Weather Underground, do Turn A/C on using Sensibo. When it's steaming hot outside, switch the air conditioner on using Sensibo. When the temperature outside is boiling hot, it's time to start cooling your house using Sensibo"
T004_S0126,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Turn A/C on using Sensibo. Up Unit on if Temp < 45. If too cold, turns ac on before pipes freeze"
T004_S0127,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Switch on using SmartThings. Icy Weather Alert for Samsung SmartThings. The Applet will trigger an output on your Samsung Smart things when the local weather conditions get to a point where there may be a risk of ice forming on roads  It is deliberately not set to zero, as local topology may mean some area are colder than your local weather station is reporting, due to wind chill, or  shade preventing ice that formed overnight melting"
T004_S0128,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from SmartThings, do Turn A/C off using Sensibo. Turn heat off at 75 degrees. Use  Smartthings sensor as a thermostat"
T004_S0129,4_turn heater_insight switch_turn ac_plug turn,"When Temperature drops below from SmartThings, do Turn A/C off using Sensibo. Sensibo-Smarthings AC Temp Sensor Off. You can adjust the room temperature so if it drops below a level the AC unit switches off"
T004_S0130,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from ThermoSmart, do Turn on using WeMo Smart Plug. If the room is warm, switch on the bedlight. Want to get up after your living room has heated to a comfortable level? Set a temperature for the livingroom and let Wemo switch on the bedlight when this temperature is realised by ThermoSmart"
T004_S0131,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from ThermoSmart, do Turn on using WeMo Smart Plug. Turn on your lights when temperature rises above.... Turn on your lights when the measured temperature of your ThermoSmart rises above a certain threshold."
T004_S0132,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from SmartThings, do Turn on using WeMo Smart Plug. Turn on Window AC unit when temp reaches certain level in room. Using Smartthings multipurpose sensor and wemo outlet"
T004_S0133,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature rises above from Weather Underground, do Turn on using WeMo Smart Plug. If temperature rises above 69 then turn on cooler.. I have a great window evaporative cooler (also known as swamp cooler) in my house, but the only control it has is fan speed and cooling pump on/off - using this Applet combined with another acts as a thermostat for the cooler No more cold nights when I forget to switch it off, or warm mornings when I don't turn it on early enough."
T004_S0134,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature rises above from Weather Underground, do Turn on using WeMo Smart Plug. Fan on when temp rises above 70ÃÂÃÂÃÂÃÂ°F #temp. Change the temperature (or location) as needed"
T004_S0135,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Turn on using WeMo Smart Plug. Freeze protection system purge.. When the temperature drops to freezing, this triggers an air purge system to blow out liquid lines."
T004_S0136,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Turn on using WeMo Smart Plug. Turn on calefaction. Turn on your electric calefactor connected to wemo switch"
T004_S0137,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature rises above from Weather Underground, do Turn on using WeMo Insight Switch. Turn on the AC if it is too hot.. Turns on a window AC unit controlled by a WeMo Insight if the outside temperature gets too warm Keeps the kitty cool."
T004_S0138,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Turn on using WeMo Insight Switch. Turn on heater when temperature drops below certain degree. Adjust the temperature and setup IFTTT weather channel, make sure the location is setEnjoy!"
T004_S0139,4_turn heater_insight switch_turn ac_plug turn,"When Moisture detected from SmartThings, do Switch on using SmartThings. Turn on sump pump when water detected. I use a GE plug to turn on a sump pump when water is detected (not moisture--I'm using an Everspring flood sensor)"
T004_S0140,4_turn heater_insight switch_turn ac_plug turn,"When Temperature drops below from SmartThings, do Switch off using SmartThings. if Temp too low, turn outlet. I use this to turn off my dehumidifier if the temp drops below 47 degrees."
T004_S0141,4_turn heater_insight switch_turn ac_plug turn,"When Humidity rises above from SmartThings, do Turn on using WeMo Smart Plug. Using your Ecobee Thermostat to Trigger a dehumidifier.. I've got an Ecobee thermostat and on some days it's not hot but it is humid If the house gets too humid using a link to Smartthings I can trigger a basement humidifier to turn on."
T004_S0142,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from Wink: Spotter, do Turn A/C on using Sensibo. If spotter temperature rises turn on the A/C using Sensibo. Use Wink's spotter to start cooling your home with SensiboWhen the temperature rises above a certain level, start your air conditioner."
T004_S0143,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from Wink: Spotter, do Turn on using WeMo Smart Plug. House Above (--)*F, AC_ON. Wink Spotter & WeMo"
T004_S0144,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from Wink: Spotter, do Turn on using WeMo Smart Plug. House Above (--)*F, AC_On. Wink Spotter & WeMo"
T004_S0145,4_turn heater_insight switch_turn ac_plug turn,"When Temperature is too high from Wireless Tag, do Turn A/C on using Sensibo. Switch on AC with Sensibo when Wireless Tag temperature is too high.. Use your Wireless Tag temperature range setting to control your AC with Sensibo."
T004_S0146,4_turn heater_insight switch_turn ac_plug turn,"When Temperature is too low from Wireless Tag, do Turn A/C off using Sensibo. Switch off AC using Sensibo when Wireless Tag temperature is too low.. Use your Wireless Tag temperature range setting to control your AC with Sensibo."
T004_S0147,4_turn heater_insight switch_turn ac_plug turn,"When Switched on from WeMo Smart Plug, do Set temperature using ThermoSmart. Switch on the light and ThermoSmart in one go. If you switch on the Wemo the temperature is set to 20dgC"
T004_S0148,4_turn heater_insight switch_turn ac_plug turn,"When Temperature drops below from Netatmo Weather Station, do Turn on using WeMo Insight Switch. If temperature drops, turn on WeMo Insight - anythings.co. If temperature drops, turn on WeMo Insight - anythings.co"
